,MFI,artist,album,song,original_path,original_file,16k_path,16k_file,sample_full
19088,hombre,Metallica,1999 - S&M (2xCD),01. Nothing Else Matters,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/01. Nothing Else Matters.flac,..\data\masterDS,..\data\masterDS\01. Nothing Else Matters0.flac,full
19129,hombre,Metallica,1999 - S&M (2xCD),01. The Ecstasy Of Gold,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/01. The Ecstasy Of Gold.flac,..\data\masterDS,..\data\masterDS\01. The Ecstasy Of Gold0.flac,full
19145,hombre,Metallica,1999 - S&M (2xCD),02. The Call Of Ktulu,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/02. The Call Of Ktulu.flac,..\data\masterDS,..\data\masterDS\02. The Call Of Ktulu0.flac,full
19203,hombre,Metallica,1999 - S&M (2xCD),02. Until It Sleeps,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/02. Until It Sleeps.flac,..\data\masterDS,..\data\masterDS\02. Until It Sleeps0.flac,full
19230,hombre,Metallica,1999 - S&M (2xCD),03. For Whom The Bell Tolls,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/03. For Whom The Bell Tolls.flac,..\data\masterDS,..\data\masterDS\03. For Whom The Bell Tolls0.flac,full
19260,hombre,Metallica,1999 - S&M (2xCD),03. Master Of Puppets,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/03. Master Of Puppets.flac,..\data\masterDS,..\data\masterDS\03. Master Of Puppets0.flac,full
19314,hombre,Metallica,1999 - S&M (2xCD),04. -Human,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/04. -Human.flac,..\data\masterDS,..\data\masterDS\04. -Human0.flac,full
19340,hombre,Metallica,1999 - S&M (2xCD),04. Of Wolf And Man,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/04. Of Wolf And Man.flac,..\data\masterDS,..\data\masterDS\04. Of Wolf And Man0.flac,full
19366,hombre,Metallica,1999 - S&M (2xCD),05. The Thing That Should Not Be,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/05. The Thing That Should Not Be.flac,..\data\masterDS,..\data\masterDS\05. The Thing That Should Not Be0.flac,full
19411,hombre,Metallica,1999 - S&M (2xCD),05. Wherever I May Roam,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/05. Wherever I May Roam.flac,..\data\masterDS,..\data\masterDS\05. Wherever I May Roam0.flac,full
19454,hombre,Metallica,1999 - S&M (2xCD),06. Fuel,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/06. Fuel.flac,..\data\masterDS,..\data\masterDS\06. Fuel0.flac,full
19482,hombre,Metallica,1999 - S&M (2xCD),06. Outlaw Torn,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/06. Outlaw Torn.flac,..\data\masterDS,..\data\masterDS\06. Outlaw Torn0.flac,full
19542,hombre,Metallica,1999 - S&M (2xCD),07. Sad But True,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/07. Sad But True.flac,..\data\masterDS,..\data\masterDS\07. Sad But True0.flac,full
19577,hombre,Metallica,1999 - S&M (2xCD),07. The Memory Remains,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/07. The Memory Remains.flac,..\data\masterDS,..\data\masterDS\07. The Memory Remains0.flac,full
19606,hombre,Metallica,1999 - S&M (2xCD),08. No Leaf Clover,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/08. No Leaf Clover.flac,..\data\masterDS,..\data\masterDS\08. No Leaf Clover0.flac,full
19641,hombre,Metallica,1999 - S&M (2xCD),08. One,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/08. One.flac,..\data\masterDS,..\data\masterDS\08. One0.flac,full
19689,hombre,Metallica,1999 - S&M (2xCD),09. Enter Sandman,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/09. Enter Sandman.flac,..\data\masterDS,..\data\masterDS\09. Enter Sandman0.flac,full
19735,hombre,Metallica,1999 - S&M (2xCD),09. Hero Of The Day,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/09. Hero Of The Day.flac,..\data\masterDS,..\data\masterDS\09. Hero Of The Day0.flac,full
19764,hombre,Metallica,1999 - S&M (2xCD),10. Battery,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/10. Battery.flac,..\data\masterDS,..\data\masterDS\10. Battery0.flac,full
19809,hombre,Metallica,1999 - S&M (2xCD),10. Devil's Dance,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/10. Devil's Dance.flac,..\data\masterDS,..\data\masterDS\10. Devil's Dance0.flac,full
19842,hombre,Metallica,1999 - S&M (2xCD),11. Bleeding Me,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/11. Bleeding Me.flac,..\data\masterDS,..\data\masterDS\11. Bleeding Me0.flac,full
19897,hombre,Metallica,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",01. Blackened,"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/01. Blackened.flac",..\data\masterDS,..\data\masterDS\01. Blackened0.flac,full
19936,hombre,Metallica,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",02. For Whom The Bell Tolls,"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/02. For Whom The Bell Tolls.flac",..\data\masterDS,..\data\masterDS\02. For Whom The Bell Tolls0.flac,full
19964,hombre,Metallica,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",03. Welcome Home (Sanitarium),"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/03. Welcome Home (Sanitarium).flac",..\data\masterDS,..\data\masterDS\03. Welcome Home (Sanitarium)0.flac,full
20003,hombre,Metallica,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",04. Leper Messiah,"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/04. Leper Messiah.flac",..\data\masterDS,..\data\masterDS\04. Leper Messiah0.flac,full
20035,hombre,Metallica,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",05. Harvester Of Sorrow,"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/05. Harvester Of Sorrow.flac",..\data\masterDS,..\data\masterDS\05. Harvester Of Sorrow0.flac,full
20065,hombre,Metallica,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",06. Eye Of The Beholder,"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/06. Eye Of The Beholder.flac",..\data\masterDS,..\data\masterDS\06. Eye Of The Beholder0.flac,full
20102,hombre,Metallica,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",07. To Live Is To Die (Doodle),"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/07. To Live Is To Die (Doodle).flac",..\data\masterDS,..\data\masterDS\07. To Live Is To Die (Doodle)0.flac,full
20115,hombre,Metallica,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",08. Master Of Puppets,"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/08. Master Of Puppets.flac",..\data\masterDS,..\data\masterDS\08. Master Of Puppets0.flac,full
20160,hombre,Metallica,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",09. One,"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/09. One.flac",..\data\masterDS,..\data\masterDS\09. One0.flac,full
20208,hombre,Metallica,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",10. …And Justice For All,"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/10. …And Justice For All.flac",..\data\masterDS,..\data\masterDS\10. …And Justice For All0.flac,full
20265,hombre,Metallica,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",11. Fade To Black,"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/11. Fade To Black.flac",..\data\masterDS,..\data\masterDS\11. Fade To Black0.flac,full
20312,hombre,Metallica,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",12. Battery,"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/12. Battery.flac",..\data\masterDS,..\data\masterDS\12. Battery0.flac,full
20342,hombre,Metallica,2003 - St. Anger,01. Frantic,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/01. Frantic.flac,..\data\masterDS,..\data\masterDS\01. Frantic0.flac,full
20378,hombre,Metallica,2003 - St. Anger,02. St. Anger,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/02. St. Anger.flac,..\data\masterDS,..\data\masterDS\02. St. Anger0.flac,full
20423,hombre,Metallica,2003 - St. Anger,03. Some Kind Of Monster,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/03. Some Kind Of Monster.flac,..\data\masterDS,..\data\masterDS\03. Some Kind Of Monster0.flac,full
20474,hombre,Metallica,2003 - St. Anger,04. Dirty Window,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/04. Dirty Window.flac,..\data\masterDS,..\data\masterDS\04. Dirty Window0.flac,full
20507,hombre,Metallica,2003 - St. Anger,05. Invisible Kid,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/05. Invisible Kid.flac,..\data\masterDS,..\data\masterDS\05. Invisible Kid0.flac,full
20559,hombre,Metallica,2003 - St. Anger,06. My World,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/06. My World.flac,..\data\masterDS,..\data\masterDS\06. My World0.flac,full
20594,hombre,Metallica,2003 - St. Anger,07. Shoot Me Again,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/07. Shoot Me Again.flac,..\data\masterDS,..\data\masterDS\07. Shoot Me Again0.flac,full
20638,hombre,Metallica,2003 - St. Anger,08. Sweet Amber,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/08. Sweet Amber.flac,..\data\masterDS,..\data\masterDS\08. Sweet Amber0.flac,full
20671,hombre,Metallica,2003 - St. Anger,09. The Unnamed Feeling,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/09. The Unnamed Feeling.flac,..\data\masterDS,..\data\masterDS\09. The Unnamed Feeling0.flac,full
20714,hombre,Metallica,2003 - St. Anger,10. Purify,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/10. Purify.flac,..\data\masterDS,..\data\masterDS\10. Purify0.flac,full
20746,hombre,Metallica,2003 - St. Anger,11. All Within My Hands,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/11. All Within My Hands.flac,..\data\masterDS,..\data\masterDS\11. All Within My Hands0.flac,full
20799,hombre,Metallica,2005 - Fan Can,01. Hit The Lights,/audio/hombre/Metallica/2005 - Fan Can,/audio/hombre/Metallica/2005 - Fan Can/01. Hit The Lights.flac,..\data\masterDS,..\data\masterDS\01. Hit The Lights0.flac,full
20828,hombre,Metallica,2005 - Fan Can,02. Master Of Puppets,/audio/hombre/Metallica/2005 - Fan Can,/audio/hombre/Metallica/2005 - Fan Can/02. Master Of Puppets.flac,..\data\masterDS,..\data\masterDS\02. Master Of Puppets0.flac,full
20880,hombre,Metallica,2005 - Fan Can,03. Harvester Of Sorrow,/audio/hombre/Metallica/2005 - Fan Can,/audio/hombre/Metallica/2005 - Fan Can/03. Harvester Of Sorrow.flac,..\data\masterDS,..\data\masterDS\03. Harvester Of Sorrow0.flac,full
20918,hombre,Metallica,2005 - Fan Can,04. Welcome Home (Sanitarium),/audio/hombre/Metallica/2005 - Fan Can,/audio/hombre/Metallica/2005 - Fan Can/04. Welcome Home (Sanitarium).flac,..\data\masterDS,..\data\masterDS\04. Welcome Home (Sanitarium)0.flac,full
20960,hombre,Metallica,2005 - Fan Can,05. St. Anger,/audio/hombre/Metallica/2005 - Fan Can,/audio/hombre/Metallica/2005 - Fan Can/05. St. Anger.flac,..\data\masterDS,..\data\masterDS\05. St. Anger0.flac,full
21011,hombre,Metallica,2005 - Fan Can,06. Leper Messiah,/audio/hombre/Metallica/2005 - Fan Can,/audio/hombre/Metallica/2005 - Fan Can/06. Leper Messiah.flac,..\data\masterDS,..\data\masterDS\06. Leper Messiah0.flac,full
21047,hombre,Metallica,2005 - Fan Can,07. Phantom Lord,/audio/hombre/Metallica/2005 - Fan Can,/audio/hombre/Metallica/2005 - Fan Can/07. Phantom Lord.flac,..\data\masterDS,..\data\masterDS\07. Phantom Lord0.flac,full
21081,hombre,Metallica,2005 - Fan Can,08. Fade To Black,/audio/hombre/Metallica/2005 - Fan Can,/audio/hombre/Metallica/2005 - Fan Can/08. Fade To Black.flac,..\data\masterDS,..\data\masterDS\08. Fade To Black0.flac,full
21127,hombre,Metallica,2005 - Fan Can,09. Blackened,/audio/hombre/Metallica/2005 - Fan Can,/audio/hombre/Metallica/2005 - Fan Can/09. Blackened.flac,..\data\masterDS,..\data\masterDS\09. Blackened0.flac,full
21167,hombre,Metallica,2005 - Fan Can,10. One,/audio/hombre/Metallica/2005 - Fan Can,/audio/hombre/Metallica/2005 - Fan Can/10. One.flac,..\data\masterDS,..\data\masterDS\10. One0.flac,full
21223,hombre,Metallica,2005 - Fan Can,11. Breadfan,/audio/hombre/Metallica/2005 - Fan Can,/audio/hombre/Metallica/2005 - Fan Can/11. Breadfan.flac,..\data\masterDS,..\data\masterDS\11. Breadfan0.flac,full
21249,hombre,Metallica,2005 - Fan Can,"12. Damage, Inc.",/audio/hombre/Metallica/2005 - Fan Can,"/audio/hombre/Metallica/2005 - Fan Can/12. Damage, Inc..flac",..\data\masterDS,"..\data\masterDS\12. Damage, Inc.0.flac",full
21281,hombre,Metallica,2008 - Death Magnetic,01. That Was Just Your Life,/audio/hombre/Metallica/2008 - Death Magnetic,/audio/hombre/Metallica/2008 - Death Magnetic/01. That Was Just Your Life.flac,..\data\masterDS,..\data\masterDS\01. That Was Just Your Life0.flac,full
21324,hombre,Metallica,2008 - Death Magnetic,02. The End Of The Line,/audio/hombre/Metallica/2008 - Death Magnetic,/audio/hombre/Metallica/2008 - Death Magnetic/02. The End Of The Line.flac,..\data\masterDS,..\data\masterDS\02. The End Of The Line0.flac,full
21372,hombre,Metallica,2008 - Death Magnetic,"03. Broken, Beat & Scarred",/audio/hombre/Metallica/2008 - Death Magnetic,"/audio/hombre/Metallica/2008 - Death Magnetic/03. Broken, Beat & Scarred.flac",..\data\masterDS,"..\data\masterDS\03. Broken, Beat & Scarred0.flac",full
21411,hombre,Metallica,2008 - Death Magnetic,04. The Day That Never Comes,/audio/hombre/Metallica/2008 - Death Magnetic,/audio/hombre/Metallica/2008 - Death Magnetic/04. The Day That Never Comes.flac,..\data\masterDS,..\data\masterDS\04. The Day That Never Comes0.flac,full
21459,hombre,Metallica,2008 - Death Magnetic,05. All Nightmare Long,/audio/hombre/Metallica/2008 - Death Magnetic,/audio/hombre/Metallica/2008 - Death Magnetic/05. All Nightmare Long.flac,..\data\masterDS,..\data\masterDS\05. All Nightmare Long0.flac,full
21507,hombre,Metallica,2008 - Death Magnetic,06. Cyanide,/audio/hombre/Metallica/2008 - Death Magnetic,/audio/hombre/Metallica/2008 - Death Magnetic/06. Cyanide.flac,..\data\masterDS,..\data\masterDS\06. Cyanide0.flac,full
21547,hombre,Metallica,2008 - Death Magnetic,07. The Unforgiven III,/audio/hombre/Metallica/2008 - Death Magnetic,/audio/hombre/Metallica/2008 - Death Magnetic/07. The Unforgiven III.flac,..\data\masterDS,..\data\masterDS\07. The Unforgiven III0.flac,full
21594,hombre,Metallica,2008 - Death Magnetic,08. The Judas Kiss,/audio/hombre/Metallica/2008 - Death Magnetic,/audio/hombre/Metallica/2008 - Death Magnetic/08. The Judas Kiss.flac,..\data\masterDS,..\data\masterDS\08. The Judas Kiss0.flac,full
21643,hombre,Metallica,2008 - Death Magnetic,09. Suicide & Redemption,/audio/hombre/Metallica/2008 - Death Magnetic,/audio/hombre/Metallica/2008 - Death Magnetic/09. Suicide & Redemption.flac,..\data\masterDS,..\data\masterDS\09. Suicide & Redemption0.flac,full
21703,hombre,Metallica,2008 - Death Magnetic,10. My Apocalypse,/audio/hombre/Metallica/2008 - Death Magnetic,/audio/hombre/Metallica/2008 - Death Magnetic/10. My Apocalypse.flac,..\data\masterDS,..\data\masterDS\10. My Apocalypse0.flac,full
21734,hombre,Metallica,2011 - Lulu (2xCD),01. Brandenburg Gate,/audio/hombre/Metallica/2011 - Lulu (2xCD),/audio/hombre/Metallica/2011 - Lulu (2xCD)/01. Brandenburg Gate.flac,..\data\masterDS,..\data\masterDS\01. Brandenburg Gate0.flac,full
21761,hombre,Metallica,2011 - Lulu (2xCD),01. Frustration,/audio/hombre/Metallica/2011 - Lulu (2xCD),/audio/hombre/Metallica/2011 - Lulu (2xCD)/01. Frustration.flac,..\data\masterDS,..\data\masterDS\01. Frustration0.flac,full
21813,hombre,Metallica,2011 - Lulu (2xCD),02. Little Dog,/audio/hombre/Metallica/2011 - Lulu (2xCD),/audio/hombre/Metallica/2011 - Lulu (2xCD)/02. Little Dog.flac,..\data\masterDS,..\data\masterDS\02. Little Dog0.flac,full
21862,hombre,Metallica,2011 - Lulu (2xCD),02. The View,/audio/hombre/Metallica/2011 - Lulu (2xCD),/audio/hombre/Metallica/2011 - Lulu (2xCD)/02. The View.flac,..\data\masterDS,..\data\masterDS\02. The View0.flac,full
21895,hombre,Metallica,2011 - Lulu (2xCD),03. Dragon,/audio/hombre/Metallica/2011 - Lulu (2xCD),/audio/hombre/Metallica/2011 - Lulu (2xCD)/03. Dragon.flac,..\data\masterDS,..\data\masterDS\03. Dragon0.flac,full
21963,hombre,Metallica,2011 - Lulu (2xCD),03. Pumping Blood,/audio/hombre/Metallica/2011 - Lulu (2xCD),/audio/hombre/Metallica/2011 - Lulu (2xCD)/03. Pumping Blood.flac,..\data\masterDS,..\data\masterDS\03. Pumping Blood0.flac,full
22008,hombre,Metallica,2011 - Lulu (2xCD),04. Junior Dad,/audio/hombre/Metallica/2011 - Lulu (2xCD),/audio/hombre/Metallica/2011 - Lulu (2xCD)/04. Junior Dad.flac,..\data\masterDS,..\data\masterDS\04. Junior Dad0.flac,full
22125,hombre,Metallica,2011 - Lulu (2xCD),04. Mistress Dread,/audio/hombre/Metallica/2011 - Lulu (2xCD),/audio/hombre/Metallica/2011 - Lulu (2xCD)/04. Mistress Dread.flac,..\data\masterDS,..\data\masterDS\04. Mistress Dread0.flac,full
22167,hombre,Metallica,2011 - Lulu (2xCD),05. Iced Honey,/audio/hombre/Metallica/2011 - Lulu (2xCD),/audio/hombre/Metallica/2011 - Lulu (2xCD)/05. Iced Honey.flac,..\data\masterDS,..\data\masterDS\05. Iced Honey0.flac,full
22195,hombre,Metallica,2011 - Lulu (2xCD),06. Cheat On Me,/audio/hombre/Metallica/2011 - Lulu (2xCD),/audio/hombre/Metallica/2011 - Lulu (2xCD)/06. Cheat On Me.flac,..\data\masterDS,..\data\masterDS\06. Cheat On Me0.flac,full
22264,hombre,Metallica,2011 - Various Artists_ A Tribute To The Black Album,01. Lemmy - Enter Sandman,/audio/hombre/Metallica/2011 - Various Artists_ A Tribute To The Black Album,/audio/hombre/Metallica/2011 - Various Artists_ A Tribute To The Black Album/01. Lemmy - Enter Sandman.flac,..\data\masterDS,..\data\masterDS\01. Lemmy - Enter Sandman0.flac,full
22296,hombre,Metallica,2011 - Various Artists_ A Tribute To The Black Album,02. The New Black - Sad But True,/audio/hombre/Metallica/2011 - Various Artists_ A Tribute To The Black Album,/audio/hombre/Metallica/2011 - Various Artists_ A Tribute To The Black Album/02. The New Black - Sad But True.flac,..\data\masterDS,..\data\masterDS\02. The New Black - Sad But True0.flac,full
